courseID	courseName	credits	subject	term	eligibleGrades	prerequisite	corequisite	enrollmentNotes	description	isElective	courseType
EN411G	COMMUNICATION ANALYSIS AND PRODUCTION	0.5	English	Fall Semester	12th	N/A	N/A	None	This class will engage students in the analysis, creation, and delivery of messages designed to attract a mass audience. In order to become critical consumers, students will learn to evaluate how their opinions, attitudes, and actions are influenced by what they view, read, and hear.	Yes	Normal
EN414G	CREATIVE STORYTELLING	0.5	English	Spring Semester	12th	N/A	N/A	Successful completion of Freshmen, Sophomore and Junior English	In this writing-focused course, students will develop their creative voices by reading mentor texts, using diverse storytelling approaches, and utilizing 21st century technology to connect with audiences that extend beyond the classroom.	Yes	Normal
EN601G	DC COMPOSITION I	0.5	English	Fall Semester	12th	N/A	N/A	Students must meet at least one of the following criteria: Successful performance on the English placement test, a 2.7 minimum 5th semester cumulative weighted G.P.A., a 480 PSAT score, a 480 SAT score, a 19 on the English AND Reading portion or a C- or better in College and Career Writing.	Composition I teaches the fundamentals of effective writing combined with the reading of selected texts. Students read and write narrative, descriptive, expository, and argumentative prose with emphasis on clear, concise expression of ideas. This course requires advanced reading and intermediate writing.	Yes	DC
EN602G	DC COMPOSITION I	0.5	English	Spring Semester	12th	N/A	N/A	Students must meet at least one of the following criteria: Successful performance on the English placement test, a 2.7 minimum 5th semester cumulative weighted G.P.A., a 480 PSAT score, a 480 SAT score, a 19 on the English AND Reading portion or a C- or better in College and Career Writing.	Composition I teaches the fundamentals of effective writing combined with the reading of selected texts. Students read and write narrative, descriptive, expository, and argumentative prose with emphasis on clear, concise expression of ideas. This course requires advanced reading and intermediate writing.	Yes	DC
EN604G	DC COMPOSITION II	0.5	English	Spring Semester	12th	EN601G (DC Composition 1) with a grade of C or higher or an honors score on the AP Lang or AP Lit exam	N/A	Composition II builds on the knowledge and skills gained in Composition I. Students continue to practice essay writing with a focus on research papers supported by scholarly evidence as well as the critical analysis of literature.	Yes	DC	
EN605G	DC SPEECH	0.5	English	Fall Semester	11th, 12th	N/A	N/A	Successful completion of Freshmen, Sophomore and Junior English. Note: student may take this course during Junior year but not in isolation, and in addition to Junior level course.	This course will develop students into competent communicators in a variety of contexts. They will become more effective senders and receivers of information through research, analysis, synthesis and presentation.	Yes	DC
EN606G	DC SPEECH	0.5	English	Spring Semester	11th, 12th	N/A	N/A	Successful completion of Freshmen, Sophomore and Junior English. Note: student may take this course during Junior year but not in isolation, and in addition to Junior level course.	This course will develop students into competent communicators in a variety of contexts. They will become more effective senders and receivers of information through research, analysis, synthesis and presentation.	Yes	DC
EN621G	AP LANGUAGE & COMPOSITION	0.5	English	Fall Semester	11th, 12th	N/A	N/A	A or B average in previous English coursework is recommended. Approval of the Division Leader is required.	Students will recognize and analyze rhetorical strategies and devices (e.g. diction, tone, syntax, voice) in written work and utilize these skills to produce their own written arguments. Heavy emphasis will be placed on critical thinking and reading which will be useful in college classes as well as real life situations.	Yes	AP
EN622G	AP LANGUAGE & COMPOSITION	0.5	English	Spring Semester	11th, 12th	N/A	N/A	A or B average in previous English coursework is recommended. Approval of the Division Leader is required.	Students will recognize and analyze rhetorical strategies and devices (e.g. diction, tone, syntax, voice) in written work and utilize these skills to produce their own written arguments. Heavy emphasis will be placed on critical thinking and reading which will be useful in college classes as well as real life situations.	Yes	AP
EN623G	AP LITERATURE & COMPOSITION	0.5	English	Fall Semester	11th, 12th	N/A	N/A	A or B average in previous coursework is recommended. Approval of the Division Leader is required.	The College Board describes this course as a "course that engages students in the careful reading and critical analysis of imaginative literature. Through the close reading of selected texts, students deepen their understanding of the ways writers use language to provide both meaning and pleasure for their readers."	Yes	AP
EN624G	AP LITERATURE & COMPOSITION	0.5	English	Spring Semester	11th, 12th	N/A	N/A	A or B average in previous coursework is recommended. Approval of the Division Leader is required.	The College Board describes this course as a "course that engages students in the careful reading and critical analysis of imaginative literature. Through the close reading of selected texts, students deepen their understanding of the ways writers use language to provide both meaning and pleasure for their readers."	Yes	AP
FC111G	FASHION OPPORTUNITIES I	0.5	Family And Consumer Science	Fall Semester	9th, 10th, 11th, 12th	N/A	N/A	None	This course is designed to provide basic knowledge and understanding of the design, development, and production of textile products. Through hands-on and project based learning experiences students will develop skills necessary for decisions related to personal image and clothing, and textiles will be stressed. Students will study trends in fashions and career opportunities. Ready-to-wear clothes, as well as clothing constructed by the student, will be used as a basis for learning about clothing, fabric care, and sewing skills. The student will be introduced to the elements of fashion, principles of design, and visual display. This course emphasizes awareness and investigation of careers and industry trends in textiles. (State Course Code:19201A001)	Yes	Normal
FC112G	FASHION OPPORTUNITIES I	0.5	Family And Consumer Science	Spring Semester	9th, 10th, 11th, 12th	N/A	N/A	None	This course is designed to provide basic knowledge and understanding of the design, development, and production of textile products. Through hands-on and project based learning experiences students will develop skills necessary for decisions related to personal image and clothing, and textiles will be stressed. Students will study trends in fashions and career opportunities. Ready-to-wear clothes, as well as clothing constructed by the student, will be used as a basis for learning about clothing, fabric care, and sewing skills. The student will be introduced to the elements of fashion, principles of design, and visual display. This course emphasizes awareness and investigation of careers and industry trends in textiles. (State Course Code:19201A001)	Yes	Normal
FC121G	CULINARY ARTS I	0.5	Family And Consumer Science	Fall Semester	9th, 10th, 11th, 12th	N/A	N/A	None	This course includes classroom and laboratory experiences needed to develop a knowledge and understanding of culinary principles and nutrition for people of all ages. Course content includes food service and preparation management using the decision-making process; meeting basic needs by applying nutrition concepts; meeting health, safety, and sanitation requirements; maximizing resources when planning/preparing/preserving/serving food; applying hospitality skills; analyzing nutritional needs in relation to change; and careers in nutrition and culinary arts, including entrepreneurship investigation. Culinary Arts I will focus on the principles of baking and cooking with quick breads, grain products, fruits, vegetables, eggs, and dairy products. (State Course Code: 16054A001)	Yes	Normal
FC122G	CULINARY ARTS I	0.5	Family And Consumer Science	Spring Semester	9th, 10th, 11th, 12th	N/A	N/A	None	This course includes classroom and laboratory experiences needed to develop a knowledge and understanding of culinary principles and nutrition for people of all ages. Course content includes food service and preparation management using the decision-making process; meeting basic needs by applying nutrition concepts; meeting health, safety, and sanitation requirements; maximizing resources when planning/preparing/preserving/serving food; applying hospitality skills; analyzing nutritional needs in relation to change; and careers in nutrition and culinary arts, including entrepreneurship investigation. Culinary Arts I will focus on the principles of baking and cooking with quick breads, grain products, fruits, vegetables, eggs, and dairy products. (State Course Code: 16054A001)	Yes	Normal
FC141G	HOUSING AND INTERIOR DESIGN	0.5	Family And Consumer Science	Fall Semester	9th, 10th, 11th, 12th	N/A	N/A	None	This course explores the current trends in the design profession and provides learning experiences that include an introduction to housing styles, floor plan design, color theory, and elements and principles of design. Additional units of study include selection of background materials, kitchen and bath planning, furniture styles and arrangement, and choosing lighting and accessories. Students critique their designs and present a culminating project. (State Course Code: 05193A001)	Yes	Normal
FC142G	HOUSING AND INTERIOR DESIGN	0.5	Family And Consumer Science	Spring Semester	9th, 10th, 11th, 12th	N/A	N/A	None	This course explores the current trends in the design profession and provides learning experiences that include an introduction to housing styles, floor plan design, color theory, and elements and principles of design. Additional units of study include selection of background materials, kitchen and bath planning, furniture styles and arrangement, and choosing lighting and accessories. Students critique their designs and present a culminating project. (State Course Code: 05193A001)	Yes	Normal
FC211G	FASHION OPPORTUNITIES II	0.5	Family And Consumer Science	Fall Semester	9th, 10th, 11th, 12th	N/A	N/A	Fashion Opportunities I	Builds on Fashion Opportunities I, emphasizing textile design, alterations, remodeling, flat pattern design, industry trends, construction techniques, and occupational skills. (State Course Code: 19203A001)	Yes	Normal
FC212G	FASHION OPPORTUNITIES II	0.5	Family And Consumer Science	Spring Semester	9th, 10th, 11th, 12th	N/A	N/A	Fashion Opportunities I	Builds on Fashion Opportunities I, emphasizing textile design, alterations, remodeling, flat pattern design, industry trends, construction techniques, and occupational skills. (State Course Code: 19203A001)	Yes	Normal
FC221G	CULINARY ARTS II	0.5	Family And Consumer Science	Fall Semester	10th, 11th, 12th	N/A	N/A	Culinary Arts I	Expands on Culinary Arts I, emphasizing hospitality industry, advanced cooking techniques, baking, meats, seafood, soups, and garnishing. Includes nutrition, entrepreneurship, and career exploration. (State Course Code: 16054A002)	Yes	Normal
FC222G	CULINARY ARTS II	0.5	Family And Consumer Science	Spring Semester	9th, 10th, 11th, 12th	N/A	N/A	Culinary Arts I	Expands on Culinary Arts I, emphasizing hospitality industry, advanced cooking techniques, baking, meats, seafood, soups, and garnishing. Includes nutrition, entrepreneurship, and career exploration. (State Course Code: 16054A002)	Yes	Normal
FC231G	CHILD DEVELOPMENT	0.5	Family And Consumer Science	Fall Semester	10th, 11th, 12th	N/A	N/A	None	Focuses on the intellectual, physical, social, and emotional development of children from conception to age three. Covers child development principles, safety, parenting, and human service careers. Includes a career portfolio. (State Course Code: 19052A001)	Yes	Normal
FC232G	CHILD DEVELOPMENT	0.5	Family And Consumer Science	Spring Semester	10th, 11th, 12th	N/A	N/A	None	Focuses on the intellectual, physical, social, and emotional development of children from conception to age three. Covers child development principles, safety, parenting, and human service careers. Includes a career portfolio. (State Course Code: 19052A001)	Yes	Normal
FC311G	FASHION MERCHANDISING	0.5	Family And Consumer Science	Fall Semester	10th, 11th, 12th	N/A	N/A	Fashion Opportunities I and II and instructor approval	Focuses on competencies needed for employment in fashion/apparel industries. Includes product promotion, industry trends, visual merchandising, marketing, and design-related technology. (State Course Code:12153A001)	Yes	Normal
FC312G	FASHION MERCHANDISING	0.5	Family And Consumer Science	Spring Semester	10th, 11th, 12th	N/A	N/A	Fashion Opportunities I and II and instructor approval	Focuses on competencies needed for employment in fashion/apparel industries. Includes product promotion, industry trends, visual merchandising, marketing, and design-related technology. (State Course Code:12153A001)	Yes	Normal
FC321G	ADVANCED CULINARY ARTS	0.5	Family And Consumer Science	Fall Semester	10th, 11th, 12th	N/A	N/A	Culinary Arts II	This course is designed to meet the needs of students interested in seeking a career in the food industry...	Yes	Normal
FC322G	ADVANCED CULINARY ARTS	0.5	Family And Consumer Science	Spring Semester	10th, 11th, 12th	N/A	N/A	Culinary Arts II	This course is designed to meet the needs of students interested in seeking a career in the food industry...	Yes	Normal
FC331G	PRESCHOOL LAB	0.5	Family And Consumer Science	Fall Semester	10th, 11th, 12th	Child Development	N/A	N/A	Students will have the opportunity to study and interact with children by conducting a preschool laboratory...	Yes	Normal
FC332G	PRESCHOOL LAB	0.5	Family And Consumer Science	Spring Semester	10th, 11th, 12th	Child Development	N/A	N/A	Students will have the opportunity to study and interact with children by conducting a preschool laboratory...	Yes	Normal
FC351G	NUTRITION AND WELLNESS	0.5	Family And Consumer Science	Fall Semester	10th, 11th, 12th	N/A	N/A	None	This course studies the impact nutrition, ingredients and the manner in which foods are produced and prepared...	Yes	Normal
FC352G	NUTRITION AND WELLNESS	0.5	Family And Consumer Science	Spring Semester	10th, 11th, 12th	N/A	N/A	None	This course studies the impact nutrition, ingredients and the manner in which foods are produced and prepared...	Yes	Normal
FC361G	ADULT LIVING	0.5	Family And Consumer Science	Fall Semester	11th, 12th	N/A	N/A	None	This Course meets the Consumer Education requirement for graduation...	Yes	Normal
FC362G	ADULT LIVING	0.5	Family And Consumer Science	Spring Semester	11th, 12th	N/A	N/A	None	This Course meets the Consumer Education requirement for graduation...	Yes	Normal
FC621G	DC CULINARY ARTS II COMMERCIAL	0.5	Family And Consumer Science	Fall Semester	9th, 10th, 11th, 12th	N/A	N/A	Culinary Arts I or Culinary Arts I Commercial	This course takes place in a commercial kitchen and is designed to expand on the knowledge obtained from Culinary Arts I...	Yes	DC
FC622G	DC CULINARY ARTS II COMMERCIAL	0.5	Family And Consumer Science	Spring Semester	9th, 10th, 11th, 12th	N/A	N/A	Culinary Arts I or Culinary Arts I Commercial	This course takes place in a commercial kitchen and is designed to expand on the knowledge obtained from Culinary Arts I...	Yes	DC
FC623G	DC ADVANCED CULINARY ARTS COMMERCIAL	0.5	Family And Consumer Science	Fall Semester	10th, 11th, 12th	N/A	N/A	Successful completion of Culinary II Commercial with a C- or higher and a Food Handlers Certification	This course will offer students an in-depth cooking experience in a commercial kitchen...	Yes	DC
FC624G	DC ADVANCED CULINARY ARTS COMMERCIAL	0.5	Family And Consumer Science	Spring Semester	10th, 11th, 12th	N/A	N/A	Successful completion of Culinary II Commercial with a C- or higher and a Food Handlers Certification	This course will offer students an in-depth cooking experience in a commercial kitchen...	Yes	DC
FC631G	DC INTRODUCTION TO EDUCATION	0.5	Family And Consumer Science	Fall Semester	10th, 11th, 12th	N/A	N/A	N/A	Introduction to Education studies the U.S. education system from historical and modern perspectives...	Yes	DC
FC632G	DC INTRODUCTION TO EDUCATION	0.5	Family And Consumer Science	Spring Semester	10th, 11th, 12th	N/A	N/A	N/A	Introduction to Education studies the U.S. education system from historical and modern perspectives...	Yes	DC
IN101G	H INTRODUCTION TO ENGINEERING DESIGN (IED)	0.5	Industrial Technology	Fall Semester	9th, 10th, 11th, 12th	N/A	N/A	Department approval (for all grade levels). Students in grade 9 must have also successfully completed Algebra in 8th grade with a C or better.	A year-long honors course... see full description above.	Yes	Honors
IN102G	H INTRODUCTION TO ENGINEERING DESIGN (IED)	0.5	Industrial Technology	Spring Semester	9th, 10th, 11th, 12th	N/A	N/A	Department approval (for all grade levels). Students in grade 9 must have also successfully completed Algebra in 8th grade with a C or better.	A year-long honors course... see full description above.	Yes	Honors
IN105G	INTRODUCTION TO TECHNICAL DESIGN AND DRAFTING	0.5	Industrial Technology	Fall Semester	9th, 10th, 11th, 12th	N/A	N/A	None	No experience needed in this hands-on... see full description above.	Yes	Normal
IN106G	TECHNICAL DESIGN AND DRAFTING	0.5	Industrial Technology	Spring Semester	9th, 10th, 11th, 12th	N/A	N/A	Introduction to Technical Design and Drafting	Drafting-General courses... see full description above.	Yes	Normal
IN107G	WOODS I	0.5	Industrial Technology	Fall Semester	9th, 10th, 11th, 12th	N/A	N/A	None	Students are instructed in areas of safety... see full description above.	Yes	Normal
IN108G	WOODS I	0.5	Industrial Technology	Spring Semester	9th, 10th, 11th, 12th	N/A	N/A	None	Students are instructed in areas of safety... see full description above.	Yes	Normal
IN109G	METALS I	0.5	Industrial Technology	Fall Semester	9th, 10th, 11th, 12th	N/A	N/A	None	An introductory course in metal work... see full description above.	Yes	Normal
IN110G	METALS I	0.5	Industrial Technology	Spring Semester	9th, 10th, 11th, 12th	N/A	N/A	None	An introductory course in metal work... see full description above.	Yes	Normal
IN111G	ROBOTICS & DRONE TECHNOLOGY	0.5	Industrial Technology	Fall Semester	9th, 10th, 11th, 12th	N/A	N/A	None	Students will develop skills in mechanical design... see full description above.	Yes	Normal
IN112G	ROBOTICS & DRONE TECHNOLOGY	0.5	Industrial Technology	Spring Semester	9th, 10th, 11th, 12th	N/A	N/A	None	Students will develop skills in mechanical design... see full description above.	Yes	Normal
IN113G	SMALL ENGINES	0.5	Industrial Technology	Fall Semester	9th, 10th, 11th, 12th	N/A	N/A	None	This is designed as a beginning course for the study of internal combustion engines... see full description above.	Yes	Normal
IN114G	SMALL ENGINES	0.5	Industrial Technology	Spring Semester	9th, 10th, 11th, 12th	N/A	N/A	None	This is designed as a beginning course for the study of internal combustion engines... see full description above.	Yes	Normal
IN115G	TECHNOLOGY EDUCATION I	0.5	Industrial Technology	Fall Semester	10th, 11th, 12th	N/A	N/A	None	This course meets the Computer Education requirement for graduation... see full description above.	Yes	Normal
IN116G	TECHNOLOGY EDUCATION I	0.5	Industrial Technology	Spring Semester	10th, 11th, 12th	N/A	N/A	None	This course meets the Computer Education requirement for graduation... see full description above.	Yes	Normal
IN201G	H PRINCIPLES OF ENGINEERING (POE)	0.5	Industrial Technology	Fall Semester	10th, 11th, 12th	N/A	N/A	Students in grade 10 must have successfully completed Introduction to Engineering (IED). Students in grades 11 and 12 that have not participated in PLTW coursework before must seek department approval.	A year-long honors course... see full description above.	Yes	Honors
IN202G	H PRINCIPLES OF ENGINEERING (POE)	0.5	Industrial Technology	Spring Semester	10th, 11th, 12th	N/A	N/A	Students in grade 10 must have successfully completed Introduction to Engineering (IED). Students in grades 11 and 12 that have not participated in PLTW coursework before must seek department approval.	A year-long honors course... see full description above.	Yes	Honors
IN203G	MECHANICAL ENGINEERING & DESIGN	0.5	Industrial Technology	Fall Semester	10th, 11th, 12th	Successful completion of IN106G or H INTRODUCTION TO ENGINEERING DESIGN	N/A	Successful completion of Technical Design and Drafting IN106G, or successful completion of PLTW - H Introduction to Engineering Design.	This course is a continuation of Technical Design and Drafting... see full description above.	Yes	Normal
IN204G	MECHANICAL ENGINEERING & DESIGN	0.5	Industrial Technology	Spring Semester	10th, 11th, 12th	Successful completion of IN106G or H INTRODUCTION TO ENGINEERING DESIGN	N/A	Successful completion of Technical Design and Drafting IN106G, or successful completion of PLTW - H Introduction to Engineering Design.	This course is a continuation of Technical Design and Drafting... see full description above.	Yes	Normal
IN205I	GEOMETRY IN CONSTRUCTION	0.5	Industrial Technology	Fall Semester	10th, 11th	N/A	N/A	Algebra	Geometry in Construction is an interdisciplinary course that combines Geometry with Construction. Through the comprehensive integration of woodworking and geometry, students will discover and apply geometric concepts as they design and build projects. Prepares students for further math and provides both a math and industrial tech elective credit.	Yes	Normal
IN206I	GEOMETRY IN CONSTRUCTION	0.5	Industrial Technology	Spring Semester	10th, 11th	N/A	N/A	Algebra	Geometry in Construction is an interdisciplinary course that combines Geometry with Construction. Through the comprehensive integration of woodworking and geometry, students will discover and apply geometric concepts as they design and build projects. Prepares students for further math and provides both a math and industrial tech elective credit.	Yes	Normal
IN207G	WOODS II	0.5	Industrial Technology	Fall Semester	9th, 10th, 11th, 12th	N/A	N/A	Woods I	Develop more skill in tools, materials and construction processes. Emphasis on planning, hand and power tools, and basic machine operations. Integrated math, reading, and science. (State Course Code: 17003A001)	Yes	Normal
IN208G	WOODS II	0.5	Industrial Technology	Spring Semester	9th, 10th, 11th, 12th	N/A	N/A	Woods I	Develop more skill in tools, materials and construction processes. Emphasis on planning, hand and power tools, and basic machine operations. Integrated math, reading, and science. (State Course Code: 17003A001)	Yes	Normal
IN209G	METALS II	0.5	Industrial Technology	Fall Semester	9th, 10th, 11th, 12th	N/A	N/A	N/A	No description provided.	Yes	Normal
IN213G	AUTO I	0.5	Industrial Technology	Fall Semester	10th, 11th, 12th	N/A	N/A	Small Engines	Comprehensive study of internal combustion engines and systems. Emphasis on problem-solving and practical engine disassembly/reassembly. (State Course Code: 20104A001)	Yes	Normal
IN214G	AUTO I	0.5	Industrial Technology	Spring Semester	10th, 11th, 12th	N/A	N/A	Small Engines	Comprehensive study of internal combustion engines and systems. Emphasis on problem-solving and practical engine disassembly/reassembly. (State Course Code: 20104A001)	Yes	Normal
IN215G	TECHNOLOGY EDUCATION II	0.5	Industrial Technology	Fall Semester	10th, 11th, 12th	N/A	N/A	B or above in Tech I	Advanced work in technologies of Technology I with an emphasis on problem solving. (State Course Code: 21052A002)	Yes	Normal
IN216G	TECHNOLOGY EDUCATION II	0.5	Industrial Technology	Spring Semester	10th, 11th, 12th	N/A	N/A	B or above in Tech I	Advanced work in technologies of Technology I with an emphasis on problem solving. (State Course Code: 21052A002)	Yes	Normal
IN301G	H DIGITAL ELECTRONICS (DE)	0.5	Industrial Technology	Fall Semester	10th, 11th, 12th	N/A	N/A	Gr 10: IED or POE; Gr 11-12: Dept approval	A Project Lead the Way course in circuit design fundamentals. Covers digital logic, real world systems, and may offer college credit through PLTW. (State Course Code: 21008A001)	Yes	Honors
IN302G	H DIGITAL ELECTRONICS (DE)	0.5	Industrial Technology	Spring Semester	10th, 11th, 12th	N/A	N/A	Gr 10: IED or POE; Gr 11-12: Dept approval	A Project Lead the Way course in circuit design fundamentals. Covers digital logic, real world systems, and may offer college credit through PLTW. (State Course Code: 21008A001)	Yes	Honors
IN307G	WOODS III	0.5	Industrial Technology	Fall Semester	11th, 12th	N/A	N/A	Woods I & II or staff approval	Advanced woodworking course focusing on common power tools and safety. Prepares students for employment. (State Course Code: 17003A002)	Yes	Normal
IN308G	WOODS III	0.5	Industrial Technology	Spring Semester	11th, 12th	N/A	N/A	Woods I & II or staff approval	Advanced woodworking course focusing on common power tools and safety. Prepares students for employment. (State Course Code: 17003A002)	Yes	Normal
IN315G	SEMINAR IN INDUSTRIAL EDUCATION	0.5	Industrial Technology	Fall Semester	11th, 12th	N/A	N/A	C- or better in Auto I & DC Auto II	Individualized advanced lab study in auto, drafting, metals, or woods. Prepares for employment or post-secondary education.	Yes	Normal
IN316G	SEMINAR IN INDUSTRIAL EDUCATION	0.5	Industrial Technology	Spring Semester	11th, 12th	N/A	N/A	C- or better in Auto I & DC Auto II	Individualized advanced lab study in auto, drafting, metals, or woods. Prepares for employment or post-secondary education.	Yes	Normal
IN401G	H ENGINEERING DESIGN AND DEVELOPMENT (EDD)	0.5	Industrial Technology	Fall Semester	12th	N/A	N/A	Successful completion of two foundation PLTW courses including IED, POE, or DE.	A capstone year-long honors course developed by Project Lead the Way...	Yes	Honors
IN402G	H ENGINEERING DESIGN AND DEVELOPMENT (EDD)	0.5	Industrial Technology	Spring Semester	12th	N/A	N/A	Successful completion of two foundation PLTW courses including IED, POE, or DE.	A capstone year-long honors course developed by Project Lead the Way...	Yes	Honors
IN403G	ARCHITECTURAL ENGINEERING & DESIGN	0.5	Industrial Technology	Fall Semester	10th, 11th, 12th	N/A	N/A	Successful completion of Mechanical Engineering & Design IN203G/IN204G	This course is designed to help students gain an understanding of how a house works...	Yes	Normal
IN404G	ARCHITECTURAL ENGINEERING & DESIGN	0.5	Industrial Technology	Spring Semester	10th, 11th, 12th	N/A	N/A	Successful completion of Mechanical Engineering & Design IN203G/IN204G	This course is designed to help students gain an understanding of how a house works...	Yes	Normal
IN409G	CNC MACHINING I	0.5	Industrial Technology	Fall Semester	10th, 11th, 12th	N/A	N/A	C- or better in any of the following: Introduction to Technical Design & Drafting or PLTW- Introduction to Engineering & Design, or Tech Ed I	This course will allow students to explore current technologies and equipment...	Yes	Normal
IN410G	CNC MACHINING I	0.5	Industrial Technology	Spring Semester	10th, 11th, 12th	N/A	N/A	C- or better in any of the following: Introduction to Technical Design & Drafting or PLTW- Introduction to Engineering & Design, or Tech Ed I	This course will allow students to explore current technologies and equipment...	Yes	Normal
IN609G	DC METALS II	0.5	Industrial Technology	Fall Semester	9th, 10th, 11th, 12th	N/A	N/A	C- or better in Metals I	This is the second course in metal work. It is designed to expose the student to additional metalworking processes...	Yes	DC
IN610G	DC METALS II	0.5	Industrial Technology	Spring Semester	9th, 10th, 11th, 12th	N/A	N/A	C- or better in Metals I	This is the second course in metal work. It is designed to expose the student to additional metalworking processes...	Yes	DC
IN611G	DC METALS III	0.5	Industrial Technology	Fall Semester	11th, 12th	N/A	N/A	Metals I & II or approval of instructor	This is a trade preparatory program for students who plan to enter the machine or allied trades...	Yes	DC
IN612G	DC METALS III	0.5	Industrial Technology	Spring Semester	11th, 12th	N/A	N/A	Metals I & II or approval of instructor	This is a trade preparatory program for students who plan to enter the machine or allied trades...	Yes	DC
IN613G	DC AUTO II	0.5	Industrial Technology	Fall Semester	11th, 12th	N/A	N/A	Small Engines, Auto I or approval of staff, 7-8 periods per week	This is a vocational trade preparatory in-school course designed for students who are planning to enter the auto mechanics or allied fields...	Yes	DC
IN614G	DC AUTO II	0.5	Industrial Technology	Spring Semester	11th, 12th	N/A	N/A	Small Engines, Auto I or approval of staff, 7-8 periods per week	This is a vocational trade preparatory in-school course designed for students who are planning to enter the auto mechanics or allied fields...	Yes	DC
MA101C	ALGEBRA	0.5	Math	Fall Semester	9th	N/A	N/A	Teacher recommendation	This is a foundation course for further high school mathematics...	Yes	Normal
MA101G	ALGEBRA	0.5	Math	Fall Semester	9th	N/A	N/A	Teacher recommendation	This is a foundation course for further high school mathematics...	Yes	Normal
MA101I	AMPED: Alg 1	0.5	Math	Fall Semester	9th	N/A	N/A	None	Students gain a deeper understanding of Algebra and Entrepreneurship...	Yes	Normal
MA102C	ALGEBRA	0.5	Math	Spring Semester	9th	N/A	N/A	Teacher recommendation	This is a foundation course for further high school mathematics...	Yes	Normal
MA102G	ALGEBRA	0.5	Math	Spring Semester	9th	N/A	N/A	Teacher recommendation	This is a foundation course for further high school mathematics...	Yes	Normal
MA102I	AMPED: Alg 1	0.5	Math	Spring Semester	9th	N/A	N/A	None	Students gain a deeper understanding of Algebra and Entrepreneurship...	Yes	Normal
MA201C	GEOMETRY	0.5	Math	Fall Semester	11th	N/A	N/A	Algebra	Geometry teaches students to think accurately, logically, and critically...	Yes	Normal
MA201G	GEOMETRY	0.5	Math	Fall Semester	9th, 10th, 11th	N/A	N/A	Algebra	Geometry teaches students to think accurately, logically, and spatially...	Yes	Normal
MA201I	GEOMETRY IN CONSTRUCTION	0.5	Math	Fall Semester	10th, 11th	N/A	N/A	Algebra	Combines Geometry with Construction for hands-on learning...	Yes	Normal
MA202C	GEOMETRY	0.5	Math	Spring Semester	11th	N/A	N/A	Algebra	Geometry teaches students to think accurately, logically, and critically...	Yes	Normal
MA202G	GEOMETRY	0.5	Math	Spring Semester	9th, 10th, 11th	N/A	N/A	Algebra	Geometry teaches students to think accurately, logically, and spatially...	Yes	Normal
MA202I	GEOMETRY IN CONSTRUCTION	0.5	Math	Spring Semester	10th, 11th	N/A	N/A	Algebra	Combines Geometry with Construction for hands-on learning...	Yes	Normal
MA203C	INTERMEDIATE ALGEBRA	0.5	Math	Fall Semester	10th, 11th, 12th	N/A	N/A	Algebra and/or Geometry	Algebra topics are expanded with financial literacy focus...	Yes	Normal
MA204C	INTERMEDIATE ALGEBRA	0.5	Math	Spring Semester	10th, 11th, 12th	N/A	N/A	Algebra and/or Geometry	Algebra topics are expanded with financial literacy focus...	Yes	Normal
MA211G	H GEOMETRY	0.5	Math	Fall Semester	9th, 10th	N/A	N/A	Algebra or Teacher recommendation	Geometry teaches the students to think accurately, logically, critically, and to set forth their thoughts in a well-organized, orderly fashion. Algebra is used extensively. Students are expected to think at a more critical level than in regular geometry. *A graphing calculator is required.	Y	Honors
MA212G	H GEOMETRY	0.5	Math	Spring Semester	9th, 10th	N/A	N/A	Algebra or Teacher recommendation	Geometry teaches the students to think accurately, logically, critically, and to set forth their thoughts in a well-organized, orderly fashion. Algebra is used extensively. Students are expected to think at a more critical level than in regular geometry. *A graphing calculator is required.	Y	Honors
MA301G	ALGEBRA II WITH TRIGONOMETRY	0.5	Math	Fall Semester	9th, 10th, 11th, 12th	N/A	N/A	Geometry	Algebra topics (exponents, radicals, functions, quadratic equations, graphs) and trigonometry (six trig functions, triangle solutions, radians, identities) are studied. Includes intro to probability and statistics. *Graphing calculator used.	Y	Normal
MA302G	ALGEBRA II WITH TRIGONOMETRY	0.5	Math	Spring Semester	10th, 11th, 12th	N/A	N/A	Geometry	Algebra topics (exponents, radicals, functions, quadratic equations, graphs) and trigonometry (six trig functions, triangle solutions, radians, identities) are studied. Includes intro to probability and statistics. *Graphing calculator used.	Y	Normal
MA311G	H ALGEBRA II WITH TRIGONOMETRY	0.5	Math	Fall Semester	9th, 10th, 11th	N/A	N/A	H Geometry or teacher recommendation	Algebra topics (exponents, radicals, functions, quadratic equations, word problems) and trigonometry (six trig functions, triangle solutions, radians, identities). *Graphing calculator used.	Y	Honors
MA312G	H ALGEBRA II WITH TRIGONOMETRY	0.5	Math	Spring Semester	9th, 10th, 11th	N/A	N/A	H Geometry or teacher recommendation	Algebra topics (exponents, radicals, functions, quadratic equations, word problems) and trigonometry (six trig functions, triangle solutions, radians, identities). *Graphing calculator used.	Y	Honors
MA401G	PRECALCULUS	0.5	Math	Fall Semester	10th, 11th, 12th	N/A	N/A	Algebra II with Trigonometry	Covers families of functions, systems of equations, logarithms, trigonometry, conics, sequences, series, limits. Prepares students for calculus. *Graphing calculator used.	Y	Normal
